Indicator,GeoAreaCode,GeoAreaName,Year, Full Time Researchers per million (pop)  ,Time_Detail
9.5.2,8,Albania,2008,155.52783,2008
9.5.2,12,Algeria,2005,168.71935,2005
9.5.2,12,Algeria,2017,819.3427,2017
9.5.2,16,American Samoa,2002,84.63101,2002
9.5.2,16,American Samoa,2003,403.33423,2003
9.5.2,16,American Samoa,2004,150.80176,2004
9.5.2,16,American Samoa,2005,100.73537,2005
9.5.2,24,Angola,2011,47.48012,2011
9.5.2,24,Angola,2016,18.81599,2016
9.5.2,32,Argentina,2000,716.55644,2000
9.5.2,32,Argentina,2001,688.2777,2001
9.5.2,32,Argentina,2002,692.19186,2002
9.5.2,32,Argentina,2003,718.52276,2003
9.5.2,32,Argentina,2004,765.64017,2004
9.5.2,32,Argentina,2005,819.37769,2005
9.5.2,32,Argentina,2006,891.83275,2006
9.5.2,32,Argentina,2007,974.71808,2007
9.5.2,32,Argentina,2008,1035.99886,2008
9.5.2,32,Argentina,2009,1035.62531,2009
9.5.2,32,Argentina,2010,1123.83311,2010
9.5.2,32,Argentina,2011,1180.67303,2011
9.5.2,32,Argentina,2012,1203.37119,2012
9.5.2,32,Argentina,2013,1198.26439,2013
9.5.2,32,Argentina,2014,1206.94193,2014
9.5.2,32,Argentina,2015,1230.53948,2015
9.5.2,32,Argentina,2016,1259.64008,2016
9.5.2,32,Argentina,2017,1210.45658,2017
9.5.2,32,Argentina,2018,1211.42035,2018
9.5.2,36,Australia,2000,3475.32527,2000
9.5.2,36,Australia,2002,3771.53817,2002
9.5.2,36,Australia,2004,4084.15159,2004
9.5.2,36,Australia,2006,4248.25649,2006
9.5.2,36,Australia,2008,4343.12653,2008
9.5.2,36,Australia,2010,4532.40149,2010
9.5.2,40,Austria,2002,2965.68455,2002
9.5.2,40,Austria,2004,3158.79469,2004
9.5.2,40,Austria,2005,3449.33454,2005
9.5.2,40,Austria,2006,3524.13895,2006
9.5.2,40,Austria,2007,3810.03152,2007
9.5.2,40,Austria,2008,4136.92593,2008
9.5.2,40,Austria,2009,4140.10453,2009
9.5.2,40,Austria,2010,4349.71722,2010
9.5.2,40,Austria,2011,4390.34667,2011
9.5.2,40,Austria,2012,4669.44719,2012
9.5.2,40,Austria,2013,4724.72032,2013
9.5.2,40,Austria,2014,4947.87477,2014
9.5.2,40,Austria,2015,5019.43848,2015
9.5.2,40,Austria,2016,5224.35435,2016
9.5.2,40,Austria,2017,5387.92896,2017
9.5.2,40,Austria,2018,5733.07565,2018
9.5.2,48,Bahrain,2014,368.99126,2014
9.5.2,56,Belgium,2000,2970.19422,2000
9.5.2,56,Belgium,2001,3123.98921,2001
9.5.2,56,Belgium,2002,2958.84489,2002
9.5.2,56,Belgium,2003,2967.37,2003
9.5.2,56,Belgium,2004,3091.60518,2004
9.5.2,56,Belgium,2005,3142.7299,2005
9.5.2,56,Belgium,2006,3284.43073,2006
9.5.2,56,Belgium,2007,3395.01749,2007
9.5.2,56,Belgium,2008,3411.75263,2008
9.5.2,56,Belgium,2009,3519.85499,2009
9.5.2,56,Belgium,2010,3732.83127,2010
9.5.2,56,Belgium,2011,3875.64397,2011
9.5.2,56,Belgium,2012,4113.26364,2012
9.5.2,56,Belgium,2013,4155.91094,2013
9.5.2,56,Belgium,2014,4528.91488,2014
9.5.2,56,Belgium,2015,4711.04559,2015
9.5.2,56,Belgium,2016,4780.51719,2016
9.5.2,56,Belgium,2017,4729.55358,2017
9.5.2,56,Belgium,2018,5023.26301,2018
9.5.2,68,Bolivia (Plurinational State of),2000,71.2736,2000
9.5.2,68,Bolivia (Plurinational State of),2001,122.37427,2001
9.5.2,68,Bolivia (Plurinational State of),2002,118.95484,2002
9.5.2,68,Bolivia (Plurinational State of),2009,143.85751,2009
9.5.2,68,Bolivia (Plurinational State of),2010,163.80159,2010
9.5.2,70,Bosnia and Herzegovina,2003,61.59419,2003
9.5.2,70,Bosnia and Herzegovina,2004,63.42766,2004
9.5.2,70,Bosnia and Herzegovina,2005,67.1423,2005
9.5.2,70,Bosnia and Herzegovina,2006,178.23305,2006
9.5.2,70,Bosnia and Herzegovina,2007,198.03677,2007
9.5.2,70,Bosnia and Herzegovina,2012,160.13994,2012
9.5.2,70,Bosnia and Herzegovina,2013,233.86738,2013
9.5.2,70,Bosnia and Herzegovina,2014,292.38061,2014
9.5.2,70,Bosnia and Herzegovina,2015,365.22839,2015
9.5.2,70,Bosnia and Herzegovina,2016,419.99063,2016
9.5.2,70,Bosnia and Herzegovina,2017,485.42082,2017
9.5.2,70,Bosnia and Herzegovina,2018,471.2501,2018
9.5.2,72,Botswana,2012,172.43949,2012
9.5.2,72,Botswana,2013,185.20781,2013
9.5.2,76,Brazil,2000,295.23457,2000
9.5.2,76,Brazil,2001,337.39902,2001
9.5.2,76,Brazil,2002,398.41199,2002
9.5.2,76,Brazil,2003,423.24525,2003
9.5.2,76,Brazil,2004,483.03027,2004
9.5.2,76,Brazil,2005,509.01507,2005
9.5.2,76,Brazil,2006,543.2361,2006
9.5.2,76,Brazil,2007,555.12941,2007
9.5.2,76,Brazil,2008,590.71388,2008
9.5.2,76,Brazil,2009,625.52058,2009
9.5.2,76,Brazil,2010,686.12491,2010
9.5.2,76,Brazil,2011,737.71786,2011
9.5.2,76,Brazil,2012,788.48979,2012
9.5.2,76,Brazil,2013,838.47208,2013
9.5.2,76,Brazil,2014,887.67844,2014
9.5.2,96,Brunei Darussalam,2002,285.48195,2002
9.5.2,96,Brunei Darussalam,2003,277.39015,2003
9.5.2,96,Brunei Darussalam,2004,283.50207,2004
9.5.2,100,Bulgaria,2000,1185.17766,2000
9.5.2,100,Bulgaria,2001,1162.19205,2001
9.5.2,100,Bulgaria,2002,1172.479,2002
9.5.2,100,Bulgaria,2003,1228.67973,2003
9.5.2,100,Bulgaria,2004,1268.87888,2004
9.5.2,100,Bulgaria,2005,1307.79884,2005
9.5.2,100,Bulgaria,2006,1354.47304,2006
9.5.2,100,Bulgaria,2007,1478.61752,2007
9.5.2,100,Bulgaria,2008,1513.00749,2008
9.5.2,100,Bulgaria,2009,1601.3888,2009
9.5.2,100,Bulgaria,2010,1478.65161,2010
9.5.2,100,Bulgaria,2011,1613.03219,2011
9.5.2,100,Bulgaria,2012,1540.76839,2012
9.5.2,100,Bulgaria,2013,1683.79312,2013
9.5.2,100,Bulgaria,2014,1821.92174,2014
9.5.2,100,Bulgaria,2015,1977.29335,2015
9.5.2,100,Bulgaria,2016,2237.29099,2016
9.5.2,100,Bulgaria,2017,2125.18395,2017
9.5.2,100,Bulgaria,2018,2342.86988,2018
9.5.2,104,Myanmar,2001,12.15455,2001
9.5.2,104,Myanmar,2002,17.54637,2002
9.5.2,104,Myanmar,2017,29.07319,2017
9.5.2,108,Burundi,2012,20.928,2012
9.5.2,108,Burundi,2018,23.43546,2018
9.5.2,116,Cambodia,2002,17.64162,2002
9.5.2,116,Cambodia,2015,30.36704,2015
9.5.2,124,Canada,2000,3527.48297,2000
9.5.2,124,Canada,2001,3708.21662,2001
9.5.2,124,Canada,2002,3719.25787,2002
9.5.2,124,Canada,2003,3913.5484,2003
9.5.2,124,Canada,2004,4098.00332,2004
9.5.2,124,Canada,2005,4250.05244,2005
9.5.2,124,Canada,2006,4323.08007,2006
9.5.2,124,Canada,2007,4595.39481,2007
9.5.2,124,Canada,2008,4715.39105,2008
9.5.2,124,Canada,2009,4451.47828,2009
9.5.2,124,Canada,2010,4646.30508,2010
9.5.2,124,Canada,2011,4780.08165,2011
9.5.2,124,Canada,2012,4627.4515,2012
9.5.2,124,Canada,2013,4623.11761,2013
9.5.2,124,Canada,2014,4541.84807,2014
9.5.2,124,Canada,2015,4523.09283,2015
9.5.2,124,Canada,2016,4369.6299,2016
9.5.2,124,Canada,2017,4325.64492,2017
9.5.2,132,Cabo Verde,2001,103.27994,2001
9.5.2,132,Cabo Verde,2002,135.45516,2002
9.5.2,132,Cabo Verde,2011,50.11456,2011
9.5.2,132,Cabo Verde,2014,123.48752,2014
9.5.2,144,Sri Lanka,2000,135.10778,2000
9.5.2,144,Sri Lanka,2004,138.18429,2004
9.5.2,144,Sri Lanka,2006,93.06471,2006
9.5.2,144,Sri Lanka,2008,98.67902,2008
9.5.2,144,Sri Lanka,2010,105.6178,2010
9.5.2,144,Sri Lanka,2013,110.14833,2013
9.5.2,144,Sri Lanka,2014,98.94889,2014
9.5.2,144,Sri Lanka,2015,105.988,2015
9.5.2,144,Sri Lanka,2016,106.84467,2016
9.5.2,144,Sri Lanka,2017,106.39893,2017
9.5.2,148,Chad,2016,57.89175,2016
9.5.2,152,Chile,2007,335.80614,2007
9.5.2,152,Chile,2008,356.65448,2008
9.5.2,152,Chile,2009,287.75,2009
9.5.2,152,Chile,2010,318.82717,2010
9.5.2,152,Chile,2011,352.70683,2011
9.5.2,152,Chile,2012,390.68244,2012
9.5.2,152,Chile,2013,335.36674,2013
9.5.2,152,Chile,2014,427.12188,2014
9.5.2,152,Chile,2015,454.95945,2015
9.5.2,152,Chile,2016,493.45864,2016
9.5.2,152,Chile,2017,493.29542,2017
9.5.2,156,China,2000,538.57781,2000
9.5.2,156,China,2001,571.71041,2001
9.5.2,156,China,2002,619.97445,2002
9.5.2,156,China,2003,655.44415,2003
9.5.2,156,China,2004,700.0701,2004
9.5.2,156,China,2005,840.6356,2005
9.5.2,156,China,2006,914.33689,2006
9.5.2,156,China,2007,1057.4944,2007
9.5.2,156,China,2008,1176.45974,2008
9.5.2,156,China,2009,846.55957,2009
9.5.2,156,China,2010,884.59337,2010
9.5.2,156,China,2011,957.56503,2011
9.5.2,156,China,2012,1014.31188,2012
9.5.2,156,China,2013,1066.20984,2013
9.5.2,156,China,2014,1089.19646,2014
9.5.2,156,China,2015,1150.81931,2015
9.5.2,156,China,2016,1196.68794,2016
9.5.2,156,China,2017,1224.7822,2017
9.5.2,156,China,2018,1307.12128,2018
9.5.2,170,Colombia,2013,57.3604,2013
9.5.2,170,Colombia,2014,58.29539,2014
9.5.2,170,Colombia,2015,69.54869,2015
9.5.2,170,Colombia,2016,89.36161,2016
9.5.2,170,Colombia,2017,88.0191,2017
9.5.2,178,Congo,2000,32.5349,2000
9.5.2,180,Democratic Republic of the Congo,2015,10.56469,2015
9.5.2,188,Costa Rica,2003,131.60255,2003
9.5.2,188,Costa Rica,2004,108.63507,2004
9.5.2,188,Costa Rica,2005,122.92609,2005
9.5.2,188,Costa Rica,2008,261.02787,2008
9.5.2,188,Costa Rica,2009,339.54618,2009
9.5.2,188,Costa Rica,2010,381.87801,2010
9.5.2,188,Costa Rica,2011,406.20873,2011
9.5.2,188,Costa Rica,2012,337.24403,2012
9.5.2,188,Costa Rica,2013,355.11641,2013
9.5.2,188,Costa Rica,2014,568.46192,2014
9.5.2,188,Costa Rica,2015,495.2758,2015
9.5.2,188,Costa Rica,2016,525.37635,2016
9.5.2,188,Costa Rica,2017,380.40758,2017
9.5.2,188,Costa Rica,2018,345.03858,2018
9.5.2,191,Croatia,2000,1529.33272,2000
9.5.2,191,Croatia,2001,1509.95616,2001
9.5.2,191,Croatia,2002,1950.04367,2002
9.5.2,191,Croatia,2003,1335.41586,2003
9.5.2,191,Croatia,2004,1628.69347,2004
9.5.2,191,Croatia,2005,1308.11424,2005
9.5.2,191,Croatia,2006,1321.96175,2006
9.5.2,191,Croatia,2007,1404.9522,2007
9.5.2,191,Croatia,2008,1538.60787,2008
9.5.2,191,Croatia,2009,1596.53963,2009
9.5.2,191,Croatia,2010,1641.34223,2010
9.5.2,191,Croatia,2011,1587.48964,2011
9.5.2,191,Croatia,2012,1556.84123,2012
9.5.2,191,Croatia,2013,1526.68079,2013
9.5.2,191,Croatia,2014,1437.42986,2014
9.5.2,191,Croatia,2015,1504.17896,2015
9.5.2,191,Croatia,2016,1850.49572,2016
9.5.2,191,Croatia,2017,1868.34023,2017
9.5.2,191,Croatia,2018,1921.13136,2018
9.5.2,196,Cyprus,2000,434.37809,2000
9.5.2,196,Cyprus,2001,471.97958,2001
9.5.2,196,Cyprus,2002,609.48271,2002
9.5.2,196,Cyprus,2003,677.83199,2003
9.5.2,196,Cyprus,2004,795.28883,2004
9.5.2,196,Cyprus,2005,916.65065,2005
9.5.2,196,Cyprus,2006,986.91676,2006
9.5.2,196,Cyprus,2007,1029.19752,2007
9.5.2,196,Cyprus,2008,1011.38118,2008
9.5.2,196,Cyprus,2009,1065.75189,2009
9.5.2,196,Cyprus,2010,1077.70041,2010
9.5.2,196,Cyprus,2011,1063.79153,2011
9.5.2,196,Cyprus,2012,1017.46435,2012
9.5.2,196,Cyprus,2013,1036.13054,2013
9.5.2,196,Cyprus,2014,1064.92501,2014
9.5.2,196,Cyprus,2015,1009.05438,2015
9.5.2,196,Cyprus,2016,1050.53568,2016
9.5.2,196,Cyprus,2017,1196.43246,2017
9.5.2,196,Cyprus,2018,1255.85256,2018
9.5.2,203,Czechia,2000,1346.24335,2000
9.5.2,203,Czechia,2001,1459.15571,2001
9.5.2,203,Czechia,2002,1460.55587,2002
9.5.2,203,Czechia,2003,1543.97793,2003
9.5.2,203,Czechia,2004,1591.85157,2004
9.5.2,203,Czechia,2005,2356.08067,2005
9.5.2,203,Czechia,2006,2550.5671,2006
9.5.2,203,Czechia,2007,2691.54938,2007
9.5.2,203,Czechia,2008,2857.02226,2008
9.5.2,203,Czechia,2009,2742.07513,2009
9.5.2,203,Czechia,2010,2773.95996,2010
9.5.2,203,Czechia,2011,2903.66154,2011
9.5.2,203,Czechia,2012,3139.23525,2012
9.5.2,203,Czechia,2013,3237.23584,2013
9.5.2,203,Czechia,2014,3402.82622,2014
9.5.2,203,Czechia,2015,3592.07367,2015
9.5.2,203,Czechia,2016,3516.17175,2016
9.5.2,203,Czechia,2017,3682.03353,2017
9.5.2,203,Czechia,2018,3862.67088,2018
9.5.2,208,Denmark,2001,3630.60375,2001
9.5.2,208,Denmark,2002,4754.85692,2002
9.5.2,208,Denmark,2003,4618.92274,2003
9.5.2,208,Denmark,2004,4843.25403,2004
9.5.2,208,Denmark,2005,5197.44741,2005
9.5.2,208,Denmark,2006,5298.45015,2006
9.5.2,208,Denmark,2007,5516.35572,2007
9.5.2,208,Denmark,2008,6493.89539,2008
9.5.2,208,Denmark,2009,6656.97016,2009
9.5.2,208,Denmark,2010,6739.18115,2010
9.5.2,208,Denmark,2011,7017.93917,2011
9.5.2,208,Denmark,2012,7143.2887,2012
9.5.2,208,Denmark,2013,7071.13776,2013
9.5.2,208,Denmark,2014,7310.65804,2014
9.5.2,208,Denmark,2015,7528.26439,2015
9.5.2,208,Denmark,2016,7846.65759,2016
9.5.2,208,Denmark,2017,7924.95265,2017
9.5.2,208,Denmark,2018,8065.88729,2018
9.5.2,218,Ecuador,2001,39.79971,2001
9.5.2,218,Ecuador,2002,41.84589,2002
9.5.2,218,Ecuador,2003,48.2435,2003
9.5.2,218,Ecuador,2006,70.05997,2006
9.5.2,218,Ecuador,2007,64.63095,2007
9.5.2,218,Ecuador,2008,102.6071,2008
9.5.2,218,Ecuador,2009,117.68404,2009
9.5.2,218,Ecuador,2010,140.58063,2010
9.5.2,218,Ecuador,2011,179.50769,2011
9.5.2,218,Ecuador,2012,281.16658,2012
9.5.2,218,Ecuador,2013,350.66109,2013
9.5.2,218,Ecuador,2014,399.48996,2014
9.5.2,222,El Salvador,2015,63.23987,2015
9.5.2,222,El Salvador,2016,65.76315,2016
9.5.2,222,El Salvador,2017,63.71196,2017
9.5.2,222,El Salvador,2018,71.17553,2018
9.5.2,231,Ethiopia,2005,21.06192,2005
9.5.2,231,Ethiopia,2007,20.01875,2007
9.5.2,231,Ethiopia,2010,42.22959,2010
9.5.2,231,Ethiopia,2013,44.73122,2013
9.5.2,231,Ethiopia,2017,90.52892,2017
9.5.2,233,Estonia,2000,1905.49434,2000
9.5.2,233,Estonia,2001,1926.3794,2001
9.5.2,233,Estonia,2002,2212.28698,2002
9.5.2,233,Estonia,2003,2197.52365,2003
9.5.2,233,Estonia,2004,2470.7293,2004
9.5.2,233,Estonia,2005,2457.12751,2005
9.5.2,233,Estonia,2006,2603.45067,2006
9.5.2,233,Estonia,2007,2744.93118,2007
9.5.2,233,Estonia,2008,2969.24123,2008
9.5.2,233,Estonia,2009,3228.71566,2009
9.5.2,233,Estonia,2010,3060.57874,2010
9.5.2,233,Estonia,2011,3397.58185,2011
9.5.2,233,Estonia,2012,3462.92471,2012
9.5.2,233,Estonia,2013,3341.01051,2013
9.5.2,233,Estonia,2014,3284.26311,2014
9.5.2,233,Estonia,2015,3183.24369,2015
9.5.2,233,Estonia,2016,3295.07562,2016
9.5.2,233,Estonia,2017,3542.54618,2017
9.5.2,233,Estonia,2018,3755.32912,2018
9.5.2,234,Faroe Islands,2003,1813.12194,2003
9.5.2,246,Finland,2004,7821.86137,2004
9.5.2,246,Finland,2005,7526.63043,2005
9.5.2,246,Finland,2006,7657.22083,2006
9.5.2,246,Finland,2007,7361.54046,2007
9.5.2,246,Finland,2008,7684.80833,2008
9.5.2,246,Finland,2009,7646.33708,2009
9.5.2,246,Finland,2010,7720.22345,2010
9.5.2,246,Finland,2011,7421.582,2011
9.5.2,246,Finland,2012,7473.70618,2012
9.5.2,246,Finland,2013,7206.5324,2013
9.5.2,246,Finland,2014,7009.28753,2014
9.5.2,246,Finland,2015,6844.54752,2015
9.5.2,246,Finland,2016,6531.47954,2016
9.5.2,246,Finland,2017,6721.83019,2017
9.5.2,246,Finland,2018,6861.10974,2018
9.5.2,250,France,2000,2915.69466,2000
9.5.2,250,France,2001,2986.85851,2001
9.5.2,250,France,2002,3117.21193,2002
9.5.2,250,France,2003,3199.74823,2003
9.5.2,250,France,2004,3334.16691,2004
9.5.2,250,France,2005,3313.25866,2005
9.5.2,250,France,2006,3423.74845,2006
9.5.2,250,France,2007,3585.80596,2007
9.5.2,250,France,2008,3659.88478,2008
9.5.2,250,France,2009,3747.28462,2009
9.5.2,250,France,2010,3873.01285,2010
9.5.2,250,France,2011,3942.38881,2011
9.5.2,250,France,2012,4073.25058,2012
9.5.2,250,France,2013,4154.81555,2013
9.5.2,250,France,2014,4233.6383,2014
9.5.2,250,France,2015,4307.48974,2015
9.5.2,250,France,2016,4414.69944,2016
9.5.2,250,France,2017,4561.11283,2017
9.5.2,250,France,2018,4715.31913,2018
9.5.2,268,Georgia,2013,566.35449,2013
9.5.2,268,Georgia,2014,1059.47472,2014
9.5.2,268,Georgia,2015,1280.46364,2015
9.5.2,268,Georgia,2016,1306.59079,2016
9.5.2,268,Georgia,2017,1307.40616,2017
9.5.2,268,Georgia,2018,1463.77339,2018
9.5.2,270,Gambia,2008,91.7548,2008
9.5.2,270,Gambia,2009,102.85707,2009
9.5.2,270,Gambia,2011,31.70743,2011
9.5.2,270,Gambia,2018,52.89256,2018
9.5.2,275,State of Palestine,2007,74.53826,2007
9.5.2,275,State of Palestine,2008,94.12243,2008
9.5.2,275,State of Palestine,2009,143.26611,2009
9.5.2,275,State of Palestine,2010,323.50083,2010
9.5.2,275,State of Palestine,2013,575.10944,2013
9.5.2,276,Germany,2000,3167.95093,2000
9.5.2,276,Germany,2001,3245.82431,2001
9.5.2,276,Germany,2002,3260.09201,2002
9.5.2,276,Germany,2003,3295.27713,2003
9.5.2,276,Germany,2004,3309.57342,2004
9.5.2,276,Germany,2005,3335.03503,2005
9.5.2,276,Germany,2006,3434.56922,2006
9.5.2,276,Germany,2007,3578.50351,2007
9.5.2,276,Germany,2008,3733.27645,2008
9.5.2,276,Germany,2009,3922.21205,2009
9.5.2,276,Germany,2010,4058.00596,2010
9.5.2,276,Germany,2011,4188.80831,2011
9.5.2,276,Germany,2012,4352.32261,2012
9.5.2,276,Germany,2013,4366.6912,2013
9.5.2,276,Germany,2014,4320.70432,2014
9.5.2,276,Germany,2015,4743.7863,2015
9.5.2,276,Germany,2016,4861.74717,2016
9.5.2,276,Germany,2017,5076.51794,2017
9.5.2,276,Germany,2018,5211.87408,2018
9.5.2,288,Ghana,2007,17.0833,2007
9.5.2,288,Ghana,2010,37.95861,2010
9.5.2,288,Ghana,2015,89.11206,2015
9.5.2,300,Greece,2001,1290.70596,2001
9.5.2,300,Greece,2003,1393.29901,2003
9.5.2,300,Greece,2005,1745.4921,2005
9.5.2,300,Greece,2006,1779.74915,2006
9.5.2,300,Greece,2007,1889.68736,2007
9.5.2,300,Greece,2011,2278.51787,2011
9.5.2,300,Greece,2012,2300.31448,2012
9.5.2,300,Greece,2013,2721.31093,2013
9.5.2,300,Greece,2014,2791.8715,2014
9.5.2,300,Greece,2015,3255.9863,2015
9.5.2,300,Greece,2016,2769.89991,2016
9.5.2,300,Greece,2017,3311.44856,2017
9.5.2,300,Greece,2018,3482.71652,2018
9.5.2,304,Greenland,2001,536.15495,2001
9.5.2,304,Greenland,2002,539.65108,2002
9.5.2,304,Greenland,2003,647.175,2003
9.5.2,304,Greenland,2004,701.71119,2004
9.5.2,316,Guam,2003,285.32118,2003
9.5.2,316,Guam,2004,316.25353,2004
9.5.2,316,Guam,2005,303.02648,2005
9.5.2,320,Guatemala,2005,29.6273,2005
9.5.2,320,Guatemala,2006,24.25912,2006
9.5.2,320,Guatemala,2007,34.08678,2007
9.5.2,320,Guatemala,2008,38.55373,2008
9.5.2,320,Guatemala,2009,38.69725,2009
9.5.2,320,Guatemala,2010,24.81132,2010
9.5.2,320,Guatemala,2011,24.75115,2011
9.5.2,320,Guatemala,2012,26.91416,2012
9.5.2,320,Guatemala,2013,17.37646,2013
9.5.2,320,Guatemala,2014,20.28482,2014
9.5.2,320,Guatemala,2015,22.15054,2015
9.5.2,320,Guatemala,2016,22.07069,2016
9.5.2,320,Guatemala,2017,14.07038,2017
9.5.2,320,Guatemala,2018,12.87117,2018
9.5.2,340,Honduras,2015,22.38581,2015
9.5.2,340,Honduras,2017,34.68019,2017
9.5.2,344,"China, Hong Kong Special Administrative Region",2000,1169.78769,2000
9.5.2,344,"China, Hong Kong Special Administrative Region",2001,1372.74013,2001
9.5.2,344,"China, Hong Kong Special Administrative Region",2002,1587.48988,2002
9.5.2,344,"China, Hong Kong Special Administrative Region",2003,2007.08525,2003
9.5.2,344,"China, Hong Kong Special Administrative Region",2004,2163.66776,2004
9.5.2,344,"China, Hong Kong Special Administrative Region",2005,2662.50136,2005
9.5.2,344,"China, Hong Kong Special Administrative Region",2006,2694.02889,2006
9.5.2,344,"China, Hong Kong Special Administrative Region",2007,2858.61946,2007
9.5.2,344,"China, Hong Kong Special Administrative Region",2008,2680.96008,2008
9.5.2,344,"China, Hong Kong Special Administrative Region",2009,2784.6927,2009
9.5.2,344,"China, Hong Kong Special Administrative Region",2010,3114.55198,2010
9.5.2,344,"China, Hong Kong Special Administrative Region",2011,3085.38105,2011
9.5.2,344,"China, Hong Kong Special Administrative Region",2012,3191.214,2012
9.5.2,344,"China, Hong Kong Special Administrative Region",2013,3377.87416,2013
9.5.2,344,"China, Hong Kong Special Administrative Region",2014,3591.19623,2014
9.5.2,344,"China, Hong Kong Special Administrative Region",2015,3565.12862,2015
9.5.2,344,"China, Hong Kong Special Administrative Region",2016,3741.2636,2016
